date,player,asset,mark
2020-02-14,Bob,Equipment,6.5289
2020-02-14,Bob,Equipment,6.5405
2020-02-14,Bob,Equipment,6.5308
2020-02-14,Bob,Equipment,6.5125
2020-02-14,Bob,Equipment,6.5159
2020-02-14,Bob,Equipment,6.5114
2020-02-14,Bob,Medicine,38.7732
2020-02-14,Bob,Medicine,38.6672
2020-02-14,Bob,Medicine,38.7302
2020-02-14,Bob,Medicine,37.8057
2020-02-14,Bob,Medicine,37.8012
2020-02-14,Bob,Medicine,38.7292
2020-02-14,Bob,Metals,3.2865
2020-02-14,Bob,Metals,3.2822
2020-02-14,Bob,Metals,3.2822
2020-02-14,Bob,Metals,3.2835
2020-02-14,Bob,Metals,3.2292
2020-02-14,Bob,Software,22.0415
2020-02-14,Bob,Software,22.0503
2020-02-14,Bob,Software,22.464
2020-02-14,Bob,Software,22.5033
2020-02-14,Bob,Software,22.4888
2020-02-14,Bob,Software,22.4978
2020-02-14,Bob,StarGems,1191.4295
2020-02-14,Bob,StarGems,1189.6823
2020-02-14,Bob,StarGems,1192.4199
2020-02-14,Bob,Uranium,500.6314
2020-02-14,Bob,Uranium,507.1264
2020-02-14,Bob,Uranium,505.4907
2020-02-14,Bob,Uranium,500.5454
2020-02-14,Charlie,Equipment,6.8486
2020-02-14,Charlie,Equipment,6.8488
2020-02-14,Charlie,Equipment,6.8507
2020-02-14,Charlie,Equipment,6.8492
2020-02-14,Charlie,Equipment,6.9981
2020-02-14,Charlie,Medicine,42.5325
2020-02-14,Charlie,Medicine,41.3129
2020-02-14,Charlie,Medicine,41.2705
2020-02-14,Charlie,Medicine,41.3227
2020-02-14,Charlie,Medicine,41.3949
2020-02-14,Charlie,Medicine,41.3051
2020-02-14,Charlie,Medicine,41.2959
2020-02-14,Charlie,Metals,2.3622
2020-02-14,Charlie,Metals,2.3556
2020-02-14,Charlie,Metals,2.3526
2020-02-14,Charlie,Metals,2.3526
2020-02-14,Charlie,Metals,2.4362
2020-02-14,Charlie,Software,16.7371
2020-02-14,Charlie,Software,17.2137
2020-02-14,Charlie,Software,17.1803
2020-02-14,Charlie,StarGems,908.964
2020-02-14,Charlie,StarGems,908.1346
2020-02-14,Charlie,Uranium,573.7947
2020-02-14,Charlie,Uranium,573.0932
2020-02-14,Charlie,Uranium,571.8439
2020-02-14,Charlie,Uranium,571.2437
2020-02-14,Charlie,Uranium,572.0539
2020-02-14,Charlie,Uranium,572.6488
2020-02-14,Charlie,Uranium,558.0618
2020-02-14,Dana,Equipment,6.4656
2020-02-14,Dana,Equipment,6.6175
2020-02-14,Dana,Equipment,6.4744
2020-02-14,Dana,Medicine,33.9938
2020-02-14,Dana,Medicine,33.914
2020-02-14,Dana,Medicine,33.9908
2020-02-14,Dana,Medicine,33.8894
2020-02-14,Dana,Metals,2.78
2020-02-14,Dana,Metals,2.7807
2020-02-14,Dana,Metals,2.7013
2020-02-14,Dana,Metals,2.7821
2020-02-14,Dana,Metals,2.7686
2020-02-14,Dana,Metals,2.7772
2020-02-14,Dana,Metals,2.7849
2020-02-14,Dana,Software,26.7661
2020-02-14,Dana,Software,26.7042
2020-02-14,Dana,Software,26.7277
2020-02-14,Dana,Software,26.7075
2020-02-14,Dana,Software,26.7599
2020-02-14,Dana,Software,25.8093
2020-02-14,Dana,Software,26.7374
2020-02-14,Dana,StarGems,1257.9435
2020-02-14,Dana,StarGems,1259.1735
2020-02-14,Dana,StarGems,1259.2975
2020-02-14,Dana,StarGems,1229.3834
2020-02-14,Dana,Uranium,517.9761
2020-02-14,Dana,Uranium,517.815
2020-02-14,Dana,Uranium,535.7063
2020-02-15,Alice,Equipment,6.7437
2020-02-15,Alice,Equipment,6.7385
2020-02-15,Alice,Equipment,6.666
2020-02-15,Alice,Equipment,6.7441
2020-02-15,Alice,Medicine,34.1614
2020-02-15,Alice,Medicine,33.3501
2020-02-15,Alice,Medicine,33.4555
2020-02-15,Alice,Medicine,33.4558
2020-02-15,Alice,Metals,2.6375
2020-02-15,Alice,Metals,2.6336
2020-02-15,Alice,Metals,2.7031
2020-02-15,Alice,Metals,2.7036
2020-02-15,Alice,Software,24.932
2020-02-15,Alice,Software,24.9622
2020-02-15,Alice,Software,25.3381
2020-02-15,Alice,Software,25.2893
2020-02-15,Alice,Software,25.2625
2020-02-15,Alice,Software,24.8923
2020-02-15,Alice,Software,24.9053
2020-02-15,Alice,StarGems,1252.7243
2020-02-15,Alice,StarGems,1254.3607
2020-02-15,Alice,StarGems,1278.4014
2020-02-15,Alice,StarGems,1278.2455
2020-02-15,Alice,StarGems,1255.7961
2020-02-15,Alice,Uranium,529.2428
2020-02-15,Alice,Uranium,529.3363
2020-02-15,Alice,Uranium,531.1523
2020-02-15,Alice,Uranium,542.2126
2020-02-15,Alice,Uranium,542.2664
2020-02-15,Bob,Equipment,6.5173
2020-02-15,Bob,Equipment,6.4937
2020-02-15,Bob,Equipment,6.51
2020-02-15,Bob,Equipment,6.5078
2020-02-15,Bob,Equipment,6.5125
2020-02-15,Bob,Medicine,40.6596
2020-02-15,Bob,Medicine,40.0494
2020-02-15,Bob,Medicine,39.9958
2020-02-15,Bob,Medicine,39.9864
2020-02-15,Bob,Medicine,39.9715
2020-02-15,Bob,Metals,3.0727
2020-02-15,Bob,Metals,3.0799
2020-02-15,Bob,Metals,3.0731
2020-02-15,Bob,Metals,3.0778
2020-02-15,Bob,Metals,3.135
2020-02-15,Bob,Software,17.7962
2020-02-15,Bob,Software,17.4551
2020-02-15,Bob,Software,17.4432
2020-02-15,Bob,Software,17.8012
2020-02-15,Bob,Software,17.77
2020-02-15,Bob,StarGems,1281.7233
2020-02-15,Bob,StarGems,1283.9142
2020-02-15,Bob,StarGems,1283.1159
2020-02-15,Bob,StarGems,1341.5296
2020-02-15,Bob,StarGems,1282.5691
2020-02-15,Bob,Uranium,375.2893
2020-02-15,Bob,Uranium,374.5374
2020-02-15,Bob,Uranium,384.7758
2020-02-15,Bob,Uranium,385.9459
2020-02-15,Bob,Uranium,375.0525
2020-02-15,Bob,Uranium,374.3191
2020-02-15,Charlie,Equipment,7.2937
2020-02-15,Charlie,Equipment,7.2797
2020-02-15,Charlie,Equipment,7.0747
2020-02-15,Charlie,Equipment,7.082
2020-02-15,Charlie,Equipment,7.0822
2020-02-15,Charlie,Equipment,7.2846
2020-02-15,Charlie,Equipment,7.2864
2020-02-15,Charlie,Equipment,7.2933
2020-02-15,Charlie,Medicine,42.4323
2020-02-15,Charlie,Medicine,42.4269
2020-02-15,Charlie,Medicine,42.4957
2020-02-15,Charlie,Medicine,41.0277
2020-02-15,Charlie,Medicine,40.9979
2020-02-15,Charlie,Metals,2.3965
2020-02-15,Charlie,Metals,2.4773
2020-02-15,Charlie,Metals,2.3926
2020-02-15,Charlie,Metals,2.3923
2020-02-15,Charlie,Metals,2.3903
2020-02-15,Charlie,Software,16.5288
2020-02-15,Charlie,Software,16.5626
2020-02-15,Charlie,Software,17.1729
2020-02-15,Charlie,Software,17.1538
2020-02-15,Charlie,Software,17.2169
2020-02-15,Charlie,Software,17.1691
2020-02-15,Charlie,StarGems,921.0889
2020-02-15,Charlie,StarGems,893.6467
2020-02-15,Charlie,StarGems,894.9781
2020-02-15,Charlie,StarGems,919.3064
2020-02-15,Charlie,StarGems,918.3848
2020-02-15,Charlie,StarGems,893.9771
2020-02-15,Charlie,StarGems,894.4589
2020-02-15,Charlie,StarGems,918.2217
2020-02-15,Charlie,Uranium,567.0637
2020-02-15,Charlie,Uranium,566.5167
2020-02-15,Charlie,Uranium,548.0952
2020-02-15,Charlie,Uranium,547.0038
2020-02-15,Dana,Equipment,5.747
2020-02-15,Dana,Equipment,5.5541
2020-02-15,Dana,Equipment,5.7337
2020-02-15,Dana,Equipment,5.7487
2020-02-15,Dana,Equipment,5.7365
2020-02-15,Dana,Medicine,42.161
2020-02-15,Dana,Medicine,42.1312
2020-02-15,Dana,Medicine,42.2186
2020-02-15,Dana,Metals,2.86
2020-02-15,Dana,Metals,2.8576
2020-02-15,Dana,Metals,2.8577
2020-02-15,Dana,Metals,2.8496
2020-02-15,Dana,Metals,2.861
2020-02-15,Dana,Software,15.5097
2020-02-15,Dana,Software,15.5179
2020-02-15,Dana,Software,15.5238
2020-02-15,Dana,Software,15.5101
2020-02-15,Dana,Software,15.3157
2020-02-15,Dana,StarGems,1246.173
2020-02-15,Dana,StarGems,1246.8371
2020-02-15,Dana,StarGems,1247.5002
2020-02-15,Dana,StarGems,1248.0921
2020-02-15,Dana,StarGems,1246.9064
2020-02-15,Dana,StarGems,1228.4779
2020-02-15,Dana,StarGems,1226.1438
2020-02-15,Dana,Uranium,476.6951
2020-02-15,Dana,Uranium,476.8843
2020-02-15,Dana,Uranium,486.3588
2020-02-15,Dana,Uranium,475.9921
2020-02-16,Alice,Equipment,6.2152
2020-02-16,Alice,Equipment,6.3893
2020-02-16,Alice,Equipment,6.3842
2020-02-16,Alice,Equipment,6.3794
2020-02-16,Alice,Medicine,43.3068
2020-02-16,Alice,Medicine,43.2847
2020-02-16,Alice,Medicine,43.1849
2020-02-16,Alice,Medicine,44.6065
2020-02-16,Alice,Metals,2.536
2020-02-16,Alice,Metals,2.5341
2020-02-16,Alice,Metals,2.537
2020-02-16,Alice,Metals,2.4794
2020-02-16,Alice,Metals,2.5327
2020-02-16,Alice,Software,19.8136
2020-02-16,Alice,Software,19.8739
2020-02-16,Alice,Software,19.8856
2020-02-16,Alice,Software,19.8787
2020-02-16,Alice,Software,19.8693
2020-02-16,Alice,Software,20.5102
2020-02-16,Alice,StarGems,1243.1942
2020-02-16,Alice,StarGems,1211.5633
2020-02-16,Alice,StarGems,1213.203
2020-02-16,Alice,StarGems,1242.6496
2020-02-16,Alice,Uranium,563.4011
2020-02-16,Alice,Uranium,575.9216
2020-02-16,Alice,Uranium,576.3903
2020-02-16,Alice,Uranium,576.635
2020-02-16,Bob,Equipment,6.7014
2020-02-16,Bob,Equipment,6.5143
2020-02-16,Bob,Equipment,6.6843
2020-02-16,Bob,Equipment,6.5164
2020-02-16,Bob,Equipment,6.5071
2020-02-16,Bob,Equipment,6.6841
2020-02-16,Bob,Medicine,39.8033
2020-02-16,Bob,Medicine,41.3005
2020-02-16,Bob,Medicine,39.7628
2020-02-16,Bob,Metals,3.1335
2020-02-16,Bob,Metals,3.1377
2020-02-16,Bob,Metals,3.1356
2020-02-16,Bob,Metals,3.1329
2020-02-16,Bob,Software,17.5976
2020-02-16,Bob,Software,17.6106
2020-02-16,Bob,Software,17.2253
2020-02-16,Bob,Software,17.2524
2020-02-16,Bob,Software,17.6139
2020-02-16,Bob,StarGems,1268.1641
2020-02-16,Bob,StarGems,1269.4997
2020-02-16,Bob,StarGems,1268.6224
2020-02-16,Bob,StarGems,1264.1228
2020-02-16,Bob,StarGems,1264.7453
2020-02-16,Bob,StarGems,1263.829
2020-02-16,Bob,StarGems,1265.7672
2020-02-16,Bob,Uranium,388.6706
2020-02-16,Bob,Uranium,388.9909
2020-02-16,Bob,Uranium,381.5551
2020-02-16,Bob,Uranium,382.4366
2020-02-16,Bob,Uranium,381.9926
2020-02-16,Bob,Uranium,388.9031
2020-02-16,Bob,Uranium,381.8583
2020-02-16,Bob,Uranium,382.3818
2020-02-16,Charlie,Equipment,5.5248
2020-02-16,Charlie,Equipment,5.5308
2020-02-16,Charlie,Equipment,5.637
2020-02-16,Charlie,Equipment,5.5357
2020-02-16,Charlie,Equipment,5.5324
2020-02-16,Charlie,Equipment,5.5277
2020-02-16,Charlie,Medicine,43.0151
2020-02-16,Charlie,Medicine,42.3989
2020-02-16,Charlie,Medicine,42.3431
2020-02-16,Charlie,Medicine,42.41
2020-02-16,Charlie,Metals,2.8936
2020-02-16,Charlie,Metals,2.8988
2020-02-16,Charlie,Software,15.0547
2020-02-16,Charlie,Software,15.0427
2020-02-16,Charlie,Software,15.0517
2020-02-16,Charlie,StarGems,1259.0774
2020-02-16,Charlie,StarGems,1234.2204
2020-02-16,Charlie,StarGems,1236.9265
2020-02-16,Charlie,StarGems,1257.6502
2020-02-16,Charlie,Uranium,490.1112
2020-02-16,Charlie,Uranium,503.6853
2020-02-16,Charlie,Uranium,504.1816
2020-02-16,Charlie,Uranium,504.7905
2020-02-16,Dana,Equipment,5.5231
2020-02-16,Dana,Equipment,5.5269
2020-02-16,Dana,Equipment,5.5312
2020-02-16,Dana,Equipment,5.6453
2020-02-16,Dana,Equipment,5.5263
2020-02-16,Dana,Equipment,5.5287
2020-02-16,Dana,Equipment,5.6286
2020-02-16,Dana,Medicine,42.3768
2020-02-16,Dana,Medicine,42.3237
2020-02-16,Dana,Medicine,42.379
2020-02-16,Dana,Medicine,42.9437
2020-02-16,Dana,Medicine,42.9285
2020-02-16,Dana,Metals,2.9721
2020-02-16,Dana,Metals,2.9768
2020-02-16,Dana,Metals,2.9777
2020-02-16,Dana,Metals,2.8973
2020-02-16,Dana,Software,15.5096
2020-02-16,Dana,Software,15.5181
2020-02-16,Dana,Software,15.5027
2020-02-16,Dana,Software,15.5315
2020-02-16,Dana,Software,15.0312
2020-02-16,Dana,Software,15.5326
2020-02-16,Dana,StarGems,1256.9722
2020-02-16,Dana,StarGems,1234.4709
2020-02-16,Dana,StarGems,1233.7601
2020-02-16,Dana,StarGems,1236.8086
2020-02-16,Dana,StarGems,1235.6073
2020-02-16,Dana,StarGems,1235.6584
2020-02-16,Dana,Uranium,490.7873
2020-02-16,Dana,Uranium,490.8077
2020-02-16,Dana,Uranium,503.5872
2020-02-16,Dana,Uranium,504.8312
2020-02-17,Alice,Equipment,7.1639
2020-02-17,Alice,Equipment,7.0971
2020-02-17,Alice,Equipment,7.158
2020-02-17,Alice,Equipment,7.1712
2020-02-17,Alice,Equipment,7.0907
2020-02-17,Alice,Equipment,7.0868
2020-02-17,Alice,Equipment,7.0982
2020-02-17,Alice,Medicine,37.3377
2020-02-17,Alice,Medicine,37.4018
2020-02-17,Alice,Medicine,37.3359
2020-02-17,Alice,Medicine,37.3238
2020-02-17,Alice,Metals,3.5749
2020-02-17,Alice,Metals,3.567
2020-02-17,Alice,Metals,3.5603
2020-02-17,Alice,Metals,3.5666
2020-02-17,Alice,Metals,3.5737
2020-02-17,Alice,Metals,3.6363
2020-02-17,Alice,Software,20.8772
2020-02-17,Alice,Software,20.9184
2020-02-17,Alice,Software,20.9325
2020-02-17,Alice,Software,20.4134
2020-02-17,Alice,StarGems,1228.8841
2020-02-17,Alice,StarGems,1230.0674
2020-02-17,Alice,StarGems,1243.1161
2020-02-17,Alice,Uranium,470.2368
2020-02-17,Alice,Uranium,470.5467
2020-02-17,Alice,Uranium,485.1299
2020-02-17,Alice,Uranium,484.7191
2020-02-17,Alice,Uranium,483.1759
2020-02-17,Alice,Uranium,484.6645
2020-02-17,Bob,Equipment,6.5023
2020-02-17,Bob,Equipment,6.4958
2020-02-17,Bob,Equipment,6.3443
2020-02-17,Bob,Equipment,6.3559
2020-02-17,Bob,Equipment,6.3457
2020-02-17,Bob,Medicine,37.2946
2020-02-17,Bob,Medicine,38.4367
2020-02-17,Bob,Medicine,38.3013
2020-02-17,Bob,Medicine,38.3636
2020-02-17,Bob,Medicine,37.2645
2020-02-17,Bob,Medicine,37.25
2020-02-17,Bob,Metals,3.4294
2020-02-17,Bob,Metals,3.428
2020-02-17,Bob,Software,22.0941
2020-02-17,Bob,Software,22.0682
2020-02-17,Bob,Software,22.7375
2020-02-17,Bob,Software,22.7285
2020-02-17,Bob,StarGems,1271.7521
2020-02-17,Bob,StarGems,1244.5614
2020-02-17,Bob,StarGems,1271.1777
2020-02-17,Bob,StarGems,1247.7421
2020-02-17,Bob,Uranium,502.0256
2020-02-17,Bob,Uranium,501.4619
2020-02-17,Bob,Uranium,508.0832
2020-02-17,Charlie,Equipment,6.9184
2020-02-17,Charlie,Equipment,6.9264
2020-02-17,Charlie,Equipment,6.823
2020-02-17,Charlie,Medicine,35.2923
2020-02-17,Charlie,Medicine,35.285
2020-02-17,Charlie,Medicine,35.3462
2020-02-17,Charlie,Metals,2.9018
2020-02-17,Charlie,Metals,2.9051
2020-02-17,Charlie,Metals,2.9126
2020-02-17,Charlie,Metals,2.9056
2020-02-17,Charlie,Metals,2.9048
2020-02-17,Charlie,Software,20.2092
2020-02-17,Charlie,Software,20.7003
2020-02-17,Charlie,Software,20.7022
2020-02-17,Charlie,Software,20.2053
2020-02-17,Charlie,Software,20.2109
2020-02-17,Charlie,StarGems,1153.9918
2020-02-17,Charlie,StarGems,1152.0294
2020-02-17,Charlie,Uranium,503.1615
2020-02-17,Charlie,Uranium,504.5057
2020-02-17,Charlie,Uranium,504.258
2020-02-17,Charlie,Uranium,517.5905
2020-02-17,Dana,Equipment,7.0994
2020-02-17,Dana,Equipment,7.0913
2020-02-17,Dana,Equipment,7.0906
2020-02-17,Dana,Equipment,7.0864
2020-02-17,Dana,Equipment,7.0933
2020-02-17,Dana,Medicine,37.4065
2020-02-17,Dana,Medicine,37.3377
2020-02-17,Dana,Medicine,36.1815
2020-02-17,Dana,Medicine,36.1989
2020-02-17,Dana,Medicine,36.082
2020-02-17,Dana,Medicine,36.1377
2020-02-17,Dana,Metals,3.5707
2020-02-17,Dana,Metals,3.6362
2020-02-17,Dana,Metals,3.5707
2020-02-17,Dana,Metals,3.5645
2020-02-17,Dana,Metals,3.5712
2020-02-17,Dana,Metals,3.632
2020-02-17,Dana,Software,20.423
2020-02-17,Dana,Software,20.9441
2020-02-17,Dana,Software,20.9129
2020-02-17,Dana,Software,20.4458
2020-02-17,Dana,StarGems,1225.0305
2020-02-17,Dana,StarGems,1226.3726
2020-02-17,Dana,StarGems,1245.6252
2020-02-17,Dana,Uranium,484.2851
2020-02-17,Dana,Uranium,483.6349
2020-02-17,Dana,Uranium,470.8214
2020-02-17,Dana,Uranium,483.6909
2020-02-17,Dana,Uranium,470.9187
2020-02-17,Dana,Uranium,484.1228
2020-02-17,Dana,Uranium,470.6689
2020-02-18,Alice,Equipment,6.4948
2020-02-18,Alice,Equipment,6.508
2020-02-18,Alice,Equipment,6.5025
2020-02-18,Alice,Equipment,6.5113
2020-02-18,Alice,Equipment,6.283
2020-02-18,Alice,Equipment,6.2746
2020-02-18,Alice,Medicine,44.8413
2020-02-18,Alice,Medicine,44.9212
2020-02-18,Alice,Medicine,44.8956
2020-02-18,Alice,Medicine,44.8429
2020-02-18,Alice,Metals,2.5493
2020-02-18,Alice,Metals,2.5217
2020-02-18,Alice,Metals,2.5206
2020-02-18,Alice,Metals,2.5192
2020-02-18,Alice,Metals,2.5215
2020-02-18,Alice,Software,20.4581
2020-02-18,Alice,Software,20.4369
2020-02-18,Alice,Software,20.1211
2020-02-18,Alice,Software,20.4508
2020-02-18,Alice,Software,20.4798
2020-02-18,Alice,Software,20.4991
2020-02-18,Alice,Software,20.453
2020-02-18,Alice,StarGems,1211.3466
2020-02-18,Alice,StarGems,1212.8026
2020-02-18,Alice,StarGems,1213.2458
2020-02-18,Alice,StarGems,1213.73
2020-02-18,Alice,Uranium,550.6521
2020-02-18,Alice,Uranium,551.0772
2020-02-18,Alice,Uranium,551.0455
2020-02-18,Alice,Uranium,552.5134
2020-02-18,Alice,Uranium,550.5245
2020-02-18,Alice,Uranium,551.583
2020-02-18,Bob,Equipment,6.2141
2020-02-18,Bob,Equipment,6.2118
2020-02-18,Bob,Equipment,6.36
2020-02-18,Bob,Equipment,6.3738
2020-02-18,Bob,Equipment,6.3636
2020-02-18,Bob,Equipment,6.371
2020-02-18,Bob,Equipment,6.2128
2020-02-18,Bob,Medicine,39.2252
2020-02-18,Bob,Medicine,39.1616
2020-02-18,Bob,Medicine,37.5727
2020-02-18,Bob,Medicine,37.5724
2020-02-18,Bob,Metals,3.2508
2020-02-18,Bob,Metals,3.25
2020-02-18,Bob,Metals,3.3077
2020-02-18,Bob,Metals,3.3044
2020-02-18,Bob,Metals,3.2464
2020-02-18,Bob,Metals,3.2437
2020-02-18,Bob,Metals,3.2475
2020-02-18,Bob,Software,21.9527
2020-02-18,Bob,Software,21.9863
2020-02-18,Bob,Software,22.5413
2020-02-18,Bob,Software,22.0297
2020-02-18,Bob,StarGems,1276.529
2020-02-18,Bob,StarGems,1277.5007
2020-02-18,Bob,StarGems,1319.1799
2020-02-18,Bob,StarGems,1319.0536
2020-02-18,Bob,Uranium,507.4623
2020-02-18,Bob,Uranium,507.6832
2020-02-18,Bob,Uranium,507.379
2020-02-18,Charlie,Equipment,6.5308
2020-02-18,Charlie,Equipment,6.5254
2020-02-18,Charlie,Equipment,6.5095
2020-02-18,Charlie,Equipment,6.5161
2020-02-18,Charlie,Equipment,6.5187
2020-02-18,Charlie,Equipment,6.5166
2020-02-18,Charlie,Equipment,6.5088
2020-02-18,Charlie,Medicine,36.7424
2020-02-18,Charlie,Medicine,36.7276
2020-02-18,Charlie,Medicine,36.7374
2020-02-18,Charlie,Medicine,37.5694
2020-02-18,Charlie,Medicine,36.7806
2020-02-18,Charlie,Metals,3.1642
2020-02-18,Charlie,Metals,3.1175
2020-02-18,Charlie,Metals,3.1644
2020-02-18,Charlie,Metals,3.1649
2020-02-18,Charlie,Metals,3.1624
2020-02-18,Charlie,Software,17.0281
2020-02-18,Charlie,Software,16.7292
2020-02-18,Charlie,Software,16.7157
2020-02-18,Charlie,Software,16.9956
2020-02-18,Charlie,Software,17.0247
2020-02-18,Charlie,StarGems,1266.8149
2020-02-18,Charlie,StarGems,1265.371
2020-02-18,Charlie,StarGems,1264.0946
2020-02-18,Charlie,Uranium,399.1413
2020-02-18,Charlie,Uranium,399.7121
2020-02-18,Charlie,Uranium,391.4058
2020-02-18,Charlie,Uranium,399.7465
2020-02-18,Dana,Equipment,6.1702
2020-02-18,Dana,Equipment,6.0036
2020-02-18,Dana,Equipment,6.0047
2020-02-18,Dana,Medicine,42.8995
2020-02-18,Dana,Medicine,42.974
2020-02-18,Dana,Medicine,42.8284
2020-02-18,Dana,Metals,3.0284
2020-02-18,Dana,Metals,3.0231
2020-02-18,Dana,Metals,2.9781
2020-02-18,Dana,Metals,2.9765
2020-02-18,Dana,Metals,3.0299
2020-02-18,Dana,Software,15.0046
2020-02-18,Dana,Software,14.6674
2020-02-18,Dana,Software,14.9923
2020-02-18,Dana,Software,14.9977
2020-02-18,Dana,StarGems,1264.5939
2020-02-18,Dana,StarGems,1234.7885
2020-02-18,Dana,StarGems,1233.0758
2020-02-18,Dana,Uranium,482.9891
2020-02-18,Dana,Uranium,483.5518
2020-02-18,Dana,Uranium,475.1607
2020-02-18,Dana,Uranium,474.9209
2020-02-18,Dana,Uranium,483.7593
2020-02-19,Alice,Equipment,6.5144
2020-02-19,Alice,Equipment,6.5245
2020-02-19,Alice,Equipment,6.3883
2020-02-19,Alice,Equipment,6.3811
2020-02-19,Alice,Medicine,32.5034
2020-02-19,Alice,Medicine,32.4959
2020-02-19,Alice,Medicine,32.5395
2020-02-19,Alice,Medicine,32.4797
2020-02-19,Alice,Medicine,32.5272
2020-02-19,Alice,Medicine,32.5424
2020-02-19,Alice,Metals,2.7614
2020-02-19,Alice,Metals,2.7594
2020-02-19,Alice,Metals,2.6815
2020-02-19,Alice,Metals,2.6884
2020-02-19,Alice,Metals,2.7578
2020-02-19,Alice,Metals,2.6862
2020-02-19,Alice,Software,25.2803
2020-02-19,Alice,Software,25.2252
2020-02-19,Alice,Software,25.2893
2020-02-19,Alice,Software,25.2382
2020-02-19,Alice,Software,25.2203
2020-02-19,Alice,StarGems,1286.2974
2020-02-19,Alice,StarGems,1311.1338
2020-02-19,Alice,StarGems,1314.033
2020-02-19,Alice,Uranium,547.9367
2020-02-19,Alice,Uranium,547.5612
2020-02-19,Alice,Uranium,536.4811
2020-02-19,Alice,Uranium,535.7439
2020-02-19,Alice,Uranium,537.104
2020-02-19,Alice,Uranium,536.8597
2020-02-19,Alice,Uranium,535.5962
2020-02-19,Bob,Equipment,7.966
2020-02-19,Bob,Equipment,7.9602
2020-02-19,Bob,Equipment,7.7048
2020-02-19,Bob,Equipment,7.7091
2020-02-19,Bob,Equipment,7.7133
2020-02-19,Bob,Equipment,7.9567
2020-02-19,Bob,Medicine,37.8083
2020-02-19,Bob,Medicine,36.8234
2020-02-19,Bob,Medicine,36.7793
2020-02-19,Bob,Metals,2.9223
2020-02-19,Bob,Metals,2.9222
2020-02-19,Bob,Software,20.1994
2020-02-19,Bob,Software,20.5139
2020-02-19,Bob,Software,20.5359
2020-02-19,Bob,Software,20.2093
2020-02-19,Bob,StarGems,674.2798
2020-02-19,Bob,StarGems,674.9666
2020-02-19,Bob,StarGems,673.5724
2020-02-19,Bob,StarGems,686.0043
2020-02-19,Bob,StarGems,687.3842
2020-02-19,Bob,StarGems,686.2718
2020-02-19,Bob,Uranium,604.1268
2020-02-19,Bob,Uranium,622.2602
2020-02-19,Bob,Uranium,604.5417
2020-02-19,Charlie,Equipment,6.3192
2020-02-19,Charlie,Equipment,6.3103
2020-02-19,Charlie,Equipment,6.5608
2020-02-19,Charlie,Medicine,38.6101
2020-02-19,Charlie,Medicine,37.6878
2020-02-19,Charlie,Medicine,37.7146
2020-02-19,Charlie,Medicine,37.723
2020-02-19,Charlie,Medicine,37.7098
2020-02-19,Charlie,Medicine,37.7101
2020-02-19,Charlie,Metals,3.3494
2020-02-19,Charlie,Metals,3.3504
2020-02-19,Charlie,Metals,3.4509
2020-02-19,Charlie,Metals,3.4502
2020-02-19,Charlie,Metals,3.4586
2020-02-19,Charlie,Metals,3.4457
2020-02-19,Charlie,Software,22.5502
2020-02-19,Charlie,Software,22.5806
2020-02-19,Charlie,Software,22.5422
2020-02-19,Charlie,Software,22.5763
2020-02-19,Charlie,StarGems,1247.1377
2020-02-19,Charlie,StarGems,1247.1732
2020-02-19,Charlie,StarGems,1246.5807
2020-02-19,Charlie,StarGems,1219.6815
2020-02-19,Charlie,Uranium,521.3384
2020-02-19,Charlie,Uranium,521.9056
2020-02-19,Charlie,Uranium,516.0641
2020-02-19,Charlie,Uranium,515.2391
2020-02-19,Charlie,Uranium,514.4237
2020-02-19,Charlie,Uranium,521.502
2020-02-19,Dana,Equipment,6.3205
2020-02-19,Dana,Equipment,6.5496
2020-02-19,Dana,Equipment,6.5546
2020-02-19,Dana,Equipment,6.544
2020-02-19,Dana,Equipment,6.3297
2020-02-19,Dana,Equipment,6.3139
2020-02-19,Dana,Equipment,6.3171
2020-02-19,Dana,Equipment,6.3334
2020-02-19,Dana,Medicine,38.6607
2020-02-19,Dana,Medicine,38.6459
2020-02-19,Dana,Medicine,38.6545
2020-02-19,Dana,Medicine,38.6513
2020-02-19,Dana,Medicine,37.6991
2020-02-19,Dana,Medicine,37.7504
2020-02-19,Dana,Medicine,37.6561
2020-02-19,Dana,Metals,3.3498
2020-02-19,Dana,Metals,3.3489
2020-02-19,Dana,Metals,3.3513
2020-02-19,Dana,Metals,3.4588
2020-02-19,Dana,Metals,3.4497
2020-02-19,Dana,Metals,3.3447
2020-02-19,Dana,Software,22.4224
2020-02-19,Dana,Software,22.3981
2020-02-19,Dana,Software,22.5502
2020-02-19,Dana,Software,22.3958
2020-02-19,Dana,Software,22.421
2020-02-19,Dana,Software,22.5398
2020-02-19,Dana,Software,22.5067
2020-02-19,Dana,Software,22.5509
2020-02-19,Dana,StarGems,1245.1393
2020-02-19,Dana,StarGems,1244.336
2020-02-19,Dana,StarGems,1246.6723
2020-02-19,Dana,StarGems,1216.2474
2020-02-19,Dana,Uranium,516.6809
2020-02-19,Dana,Uranium,521.2693
2020-02-19,Dana,Uranium,520.7168
2020-02-20,Alice,Equipment,7.2229
2020-02-20,Alice,Equipment,7.2377
2020-02-20,Alice,Equipment,7.2208
2020-02-20,Alice,Equipment,7.2263
2020-02-20,Alice,Equipment,7.4468
2020-02-20,Alice,Medicine,34.9187
