date,star,asset,buy,sell
2020-02-21,York,StarGems,1329.92,1290.33
2020-02-21,York,Uranium,545.04,526.46
2020-02-22,Sol,Equipment,7.49,7.33
2020-02-22,Sol,Medicine,34.02,33.17
2020-02-22,Sol,Metals,3.71,3.62
2020-02-22,Sol,Software,21.6,20.78
2020-02-22,Sol,StarGems,1206.71,1189.04
2020-02-22,Sol,Uranium,497.22,484.74
2020-02-22,Boyd,Equipment,7.61,7.38
2020-02-22,Boyd,Medicine,37.54,36.76
2020-02-22,Boyd,Metals,2.51,2.48
2020-02-22,Boyd,Software,19.67,18.94
2020-02-22,Boyd,StarGems,836.19,817.59
2020-02-22,Boyd,Uranium,475.93,464.58
2020-02-22,Fate,Equipment,8.1,7.91
2020-02-22,Fate,Medicine,38.18,37.31
2020-02-22,Fate,Metals,3.07,2.99
2020-02-22,Fate,Software,20.66,20.16
2020-02-22,Fate,StarGems,695.38,681.55
2020-02-22,Fate,Uranium,605.08,600.21
2020-02-22,Gaol,Equipment,6.28,6.13
2020-02-22,Gaol,Medicine,45.13,44.3
2020-02-22,Gaol,Metals,2.58,2.53
2020-02-22,Gaol,Software,19.88,19.41
2020-02-22,Gaol,StarGems,1352.18,1300.46
2020-02-22,Gaol,Uranium,569.01,558.03
2020-02-22,Hook,Equipment,4.19,4.08
2020-02-22,Hook,Medicine,42.59,41.29
2020-02-22,Hook,Metals,2.85,2.78
2020-02-22,Hook,Software,19.12,18.53
2020-02-22,Hook,StarGems,1070.49,1035.45
2020-02-22,Hook,Uranium,676.16,648.85
2020-02-22,Ivan,Equipment,7.1,6.89
2020-02-22,Ivan,Medicine,35.42,34.74
2020-02-22,Ivan,Metals,2.76,2.68
2020-02-22,Ivan,Software,19.49,19.0
2020-02-22,Ivan,StarGems,1212.24,1178.55
2020-02-22,Ivan,Uranium,506.4,497.99
2020-02-22,Kirk,Equipment,6.54,6.34
2020-02-22,Kirk,Medicine,43.08,41.78
2020-02-22,Kirk,Metals,3.06,3.01
2020-02-22,Kirk,Software,17.31,16.96
2020-02-22,Kirk,StarGems,987.73,959.31
2020-02-22,Kirk,Uranium,472.46,458.36
2020-02-22,Kris,Equipment,7.24,7.06
2020-02-22,Kris,Medicine,38.53,37.82
2020-02-22,Kris,Metals,3.84,3.72
2020-02-22,Kris,Software,19.8,19.44
2020-02-22,Kris,StarGems,1280.6,1264.69
2020-02-22,Kris,Uranium,564.79,551.04
2020-02-22,Quin,Equipment,6.45,6.27
2020-02-22,Quin,Medicine,44.36,42.81
2020-02-22,Quin,Metals,3.21,3.12
2020-02-22,Quin,Software,15.55,15.25
2020-02-22,Quin,StarGems,1232.61,1202.07
2020-02-22,Quin,Uranium,485.15,467.61
2020-02-22,Reef,Equipment,7.05,6.88
2020-02-22,Reef,Medicine,41.66,40.59
2020-02-22,Reef,Metals,4.31,4.13
2020-02-22,Reef,Software,24.88,24.22
2020-02-22,Reef,StarGems,1061.33,1018.79
2020-02-22,Reef,Uranium,497.18,482.6
2020-02-22,Sand,Equipment,6.31,6.13
2020-02-22,Sand,Medicine,37.75,37.02
2020-02-22,Sand,Metals,3.12,3.06
2020-02-22,Sand,Software,17.33,16.81
2020-02-22,Sand,StarGems,1211.08,1185.57
2020-02-22,Sand,Uranium,401.17,388.66
2020-02-22,Sink,Equipment,7.68,7.44
2020-02-22,Sink,Medicine,45.81,44.94
2020-02-22,Sink,Metals,2.33,2.28
2020-02-22,Sink,Software,16.49,16.22
2020-02-22,Sink,StarGems,923.37,890.16
2020-02-22,Sink,Uranium,567.64,557.24
2020-02-22,Stan,Equipment,6.49,6.32
2020-02-22,Stan,Medicine,39.37,38.87
2020-02-22,Stan,Metals,3.25,3.17
2020-02-22,Stan,Software,22.65,22.11
2020-02-22,Stan,StarGems,1196.63,1148.02
2020-02-22,Stan,Uranium,525.86,514.84
2020-02-22,Task,Equipment,5.43,5.28
2020-02-22,Task,Medicine,38.88,37.82
2020-02-22,Task,Metals,3.18,3.09
2020-02-22,Task,Software,14.43,14.1
2020-02-22,Task,StarGems,980.91,963.1
2020-02-22,Task,Uranium,596.67,583.18
2020-02-22,York,Equipment,6.71,6.55
2020-02-22,York,Medicine,34.02,33.42
2020-02-22,York,Metals,2.78,2.68
2020-02-22,York,Software,24.81,24.17
2020-02-22,York,StarGems,1288.63,1262.25
2020-02-22,York,Uranium,518.55,509.26
2020-02-23,Sol,Equipment,7.42,7.2
2020-02-23,Sol,Medicine,34.26,33.08
2020-02-23,Sol,Metals,3.66,3.58
2020-02-23,Sol,Software,22.17,21.68
2020-02-23,Sol,StarGems,1215.95,1168.96
2020-02-23,Sol,Uranium,489.86,475.34
2020-02-23,Boyd,Equipment,7.58,7.36
2020-02-23,Boyd,Medicine,38.6,37.6
2020-02-23,Boyd,Metals,2.53,2.46
2020-02-23,Boyd,Software,19.58,18.99
2020-02-23,Boyd,StarGems,842.95,820.26
2020-02-23,Boyd,Uranium,473.91,460.33
2020-02-23,Fate,Equipment,8.09,7.9
2020-02-23,Fate,Medicine,36.97,36.41
2020-02-23,Fate,Metals,2.88,2.84
2020-02-23,Fate,Software,20.63,19.97
2020-02-23,Fate,StarGems,708.2,693.16
2020-02-23,Fate,Uranium,610.07,599.24
2020-02-23,Gaol,Equipment,6.16,6.0
2020-02-23,Gaol,Medicine,44.72,44.03
2020-02-23,Gaol,Metals,2.71,2.59
2020-02-23,Gaol,Software,19.48,19.01
2020-02-23,Gaol,StarGems,1352.65,1301.43
2020-02-23,Gaol,Uranium,574.73,558.8
2020-02-23,Hook,Equipment,4.27,4.16
2020-02-23,Hook,Medicine,41.66,40.74
2020-02-23,Hook,Metals,2.89,2.85
2020-02-23,Hook,Software,18.91,18.36
2020-02-23,Hook,StarGems,1080.81,1049.8
2020-02-23,Hook,Uranium,676.04,662.32
2020-02-23,Ivan,Equipment,7.35,7.13
2020-02-23,Ivan,Medicine,37.07,35.96
2020-02-23,Ivan,Metals,2.72,2.63
2020-02-23,Ivan,Software,19.96,19.55
2020-02-23,Ivan,StarGems,1171.41,1142.58
2020-02-23,Ivan,Uranium,506.84,492.69
2020-02-23,Kirk,Equipment,6.53,6.38
2020-02-23,Kirk,Medicine,41.64,40.68
2020-02-23,Kirk,Metals,3.1,3.02
2020-02-23,Kirk,Software,17.44,17.13
2020-02-23,Kirk,StarGems,1014.72,975.97
2020-02-23,Kirk,Uranium,465.65,456.76
2020-02-23,Kris,Equipment,7.41,7.23
2020-02-23,Kris,Medicine,38.67,37.85
2020-02-23,Kris,Metals,3.88,3.78
2020-02-23,Kris,Software,20.48,19.83
2020-02-23,Kris,StarGems,1330.09,1311.49
2020-02-23,Kris,Uranium,571.22,549.92
2020-02-23,Quin,Equipment,6.54,6.34
2020-02-23,Quin,Medicine,44.29,42.73
2020-02-23,Quin,Metals,3.2,3.11
2020-02-23,Quin,Software,15.55,14.99
2020-02-23,Quin,StarGems,1262.92,1226.07
2020-02-23,Quin,Uranium,471.48,458.76
2020-02-23,Reef,Equipment,6.96,6.72
2020-02-23,Reef,Medicine,41.17,40.46
2020-02-23,Reef,Metals,4.2,4.08
2020-02-23,Reef,Software,25.91,25.33
2020-02-23,Reef,StarGems,1041.98,1024.1
2020-02-23,Reef,Uranium,517.57,503.89
2020-02-23,Sand,Equipment,6.15,5.96
2020-02-23,Sand,Medicine,37.59,36.49
2020-02-23,Sand,Metals,3.25,3.14
2020-02-23,Sand,Software,17.23,16.6
2020-02-23,Sand,StarGems,1215.2,1169.54
2020-02-23,Sand,Uranium,399.76,392.79
2020-02-23,Sink,Equipment,7.5,7.33
2020-02-23,Sink,Medicine,46.33,44.31
2020-02-23,Sink,Metals,2.36,2.31
2020-02-23,Sink,Software,16.44,16.13
2020-02-23,Sink,StarGems,914.97,892.62
2020-02-23,Sink,Uranium,585.34,570.02
2020-02-23,Stan,Equipment,6.64,6.48
2020-02-23,Stan,Medicine,40.9,39.54
2020-02-23,Stan,Metals,3.36,3.29
2020-02-23,Stan,Software,22.78,21.95
2020-02-23,Stan,StarGems,1160.99,1126.85
2020-02-23,Stan,Uranium,545.76,533.57
2020-02-23,Task,Equipment,5.46,5.32
2020-02-23,Task,Medicine,38.31,37.62
2020-02-23,Task,Metals,2.99,2.96
2020-02-23,Task,Software,14.64,14.4
2020-02-23,Task,StarGems,1002.54,979.47
2020-02-23,Task,Uranium,587.67,574.75
2020-02-23,York,Equipment,6.91,6.6
2020-02-23,York,Medicine,35.17,34.05
2020-02-23,York,Metals,2.68,2.61
2020-02-23,York,Software,25.05,24.54
2020-02-23,York,StarGems,1303.24,1267.9
2020-02-23,York,Uranium,516.19,500.04
2020-02-24,Sol,Equipment,7.5,7.15
2020-02-24,Sol,Medicine,33.35,32.81
2020-02-24,Sol,Metals,3.64,3.53
2020-02-24,Sol,Software,22.25,21.52
2020-02-24,Sol,StarGems,1167.39,1124.78
2020-02-24,Sol,Uranium,482.55,473.62
2020-02-24,Boyd,Equipment,7.86,7.62
2020-02-24,Boyd,Medicine,38.92,37.86
2020-02-24,Boyd,Metals,2.51,2.42
2020-02-24,Boyd,Software,19.88,19.17
2020-02-24,Boyd,StarGems,850.78,831.04
2020-02-24,Boyd,Uranium,482.94,464.91
2020-02-24,Fate,Equipment,8.33,8.07
2020-02-24,Fate,Medicine,36.23,35.68
2020-02-24,Fate,Metals,2.95,2.89
2020-02-24,Fate,Software,20.19,19.5
2020-02-24,Fate,StarGems,714.15,695.44
2020-02-24,Fate,Uranium,601.55,580.12
2020-02-24,Gaol,Equipment,6.16,6.03
2020-02-24,Gaol,Medicine,43.6,42.51
2020-02-24,Gaol,Metals,2.68,2.6
2020-02-24,Gaol,Software,20.9,20.1
2020-02-24,Gaol,StarGems,1280.78,1255.31
2020-02-24,Gaol,Uranium,582.41,560.0
2020-02-24,Hook,Equipment,4.3,4.17
2020-02-24,Hook,Medicine,41.38,40.71
2020-02-24,Hook,Metals,2.99,2.88
2020-02-24,Hook,Software,18.22,17.84
2020-02-24,Hook,StarGems,1112.1,1083.56
2020-02-24,Hook,Uranium,673.93,668.99
2020-02-24,Ivan,Equipment,7.51,7.23
2020-02-24,Ivan,Medicine,37.09,35.9
2020-02-24,Ivan,Metals,2.74,2.67
2020-02-24,Ivan,Software,19.46,19.02
2020-02-24,Ivan,StarGems,1188.96,1163.48
2020-02-24,Ivan,Uranium,494.68,486.74
2020-02-24,Kirk,Equipment,6.58,6.42
2020-02-24,Kirk,Medicine,42.31,41.27
2020-02-24,Kirk,Metals,3.19,3.06
2020-02-24,Kirk,Software,17.93,17.43
2020-02-24,Kirk,StarGems,1009.72,984.52
2020-02-24,Kirk,Uranium,458.1,444.6
2020-02-24,Kris,Equipment,7.56,7.39
2020-02-24,Kris,Medicine,38.69,38.1
2020-02-24,Kris,Metals,3.95,3.8
2020-02-24,Kris,Software,19.86,19.29
2020-02-24,Kris,StarGems,1341.65,1310.68
2020-02-24,Kris,Uranium,566.88,555.32
2020-02-24,Quin,Equipment,6.56,6.4
2020-02-24,Quin,Medicine,43.95,42.88
2020-02-24,Quin,Metals,3.27,3.18
2020-02-24,Quin,Software,15.08,14.68
2020-02-24,Quin,StarGems,1225.89,1194.28
2020-02-24,Quin,Uranium,453.92,441.17
2020-02-24,Reef,Equipment,6.93,6.75
2020-02-24,Reef,Medicine,41.99,40.89
2020-02-24,Reef,Metals,4.23,4.1
2020-02-24,Reef,Software,26.31,25.4
2020-02-24,Reef,StarGems,1019.98,982.28
2020-02-24,Reef,Uranium,521.36,508.7
2020-02-24,Sand,Equipment,6.11,5.92
2020-02-24,Sand,Medicine,38.36,37.76
2020-02-24,Sand,Metals,3.13,3.07
2020-02-24,Sand,Software,16.83,16.23
2020-02-24,Sand,StarGems,1195.81,1177.77
2020-02-24,Sand,Uranium,391.89,378.2
2020-02-24,Sink,Equipment,7.31,7.22
2020-02-24,Sink,Medicine,46.19,45.55
2020-02-24,Sink,Metals,2.38,2.33
2020-02-24,Sink,Software,16.51,16.0
2020-02-24,Sink,StarGems,957.06,924.49
2020-02-24,Sink,Uranium,585.31,574.71
2020-02-24,Stan,Equipment,6.68,6.51
2020-02-24,Stan,Medicine,40.51,39.11
2020-02-24,Stan,Metals,3.52,3.38
2020-02-24,Stan,Software,21.7,21.21
2020-02-24,Stan,StarGems,1190.47,1155.19
2020-02-24,Stan,Uranium,562.36,543.8
2020-02-24,Task,Equipment,5.41,5.32
2020-02-24,Task,Medicine,40.18,39.15
2020-02-24,Task,Metals,3.05,2.97
2020-02-24,Task,Software,14.74,14.5
2020-02-24,Task,StarGems,989.23,962.81
2020-02-24,Task,Uranium,577.07,569.39
2020-02-24,York,Equipment,6.82,6.68
2020-02-24,York,Medicine,35.48,34.46
2020-02-24,York,Metals,2.7,2.63
2020-02-24,York,Software,25.13,24.68
2020-02-24,York,StarGems,1357.59,1300.44
2020-02-24,York,Uranium,505.91,497.73
2020-02-25,Sol,Equipment,7.35,7.2
2020-02-25,Sol,Medicine,32.61,31.8
2020-02-25,Sol,Metals,3.64,3.59
2020-02-25,Sol,Software,22.04,21.41
2020-02-25,Sol,StarGems,1196.06,1161.12
2020-02-25,Sol,Uranium,488.33,479.46
2020-02-25,Boyd,Equipment,7.91,7.7
2020-02-25,Boyd,Medicine,37.61,36.49
2020-02-25,Boyd,Metals,2.4,2.35
2020-02-25,Boyd,Software,19.76,19.13
2020-02-25,Boyd,StarGems,838.49,820.16
2020-02-25,Boyd,Uranium,472.56,459.97
2020-02-25,Fate,Equipment,8.23,8.01
2020-02-25,Fate,Medicine,35.59,35.07
2020-02-25,Fate,Metals,3.02,2.94
2020-02-25,Fate,Software,20.46,19.67
2020-02-25,Fate,StarGems,734.85,717.42
2020-02-25,Fate,Uranium,592.67,568.41
2020-02-25,Gaol,Equipment,6.47,6.28
2020-02-25,Gaol,Medicine,43.24,42.04
2020-02-25,Gaol,Metals,2.65,2.61
2020-02-25,Gaol,Software,21.67,20.88
2020-02-25,Gaol,StarGems,1332.58,1282.64
2020-02-25,Gaol,Uranium,560.84,542.72
2020-02-25,Hook,Equipment,4.31,4.24
2020-02-25,Hook,Medicine,43.43,41.96
2020-02-25,Hook,Metals,2.96,2.91
2020-02-25,Hook,Software,18.37,18.08
2020-02-25,Hook,StarGems,1083.51,1062.72
2020-02-25,Hook,Uranium,670.72,668.56
2020-02-25,Ivan,Equipment,7.41,7.16
2020-02-25,Ivan,Medicine,35.44,34.94
2020-02-25,Ivan,Metals,2.68,2.63
2020-02-25,Ivan,Software,19.3,18.85
2020-02-25,Ivan,StarGems,1163.39,1143.93
2020-02-25,Ivan,Uranium,497.09,479.27
2020-02-25,Kirk,Equipment,6.5,6.33
2020-02-25,Kirk,Medicine,42.85,42.41
2020-02-25,Kirk,Metals,3.25,3.15
2020-02-25,Kirk,Software,18.78,18.27
2020-02-25,Kirk,StarGems,995.92,969.44
2020-02-25,Kirk,Uranium,457.79,447.77
2020-02-25,Kris,Equipment,7.59,7.41
2020-02-25,Kris,Medicine,38.31,37.67
2020-02-25,Kris,Metals,3.83,3.74
2020-02-25,Kris,Software,20.17,19.64
2020-02-25,Kris,StarGems,1372.4,1336.01
2020-02-25,Kris,Uranium,591.5,578.08
2020-02-25,Quin,Equipment,6.41,6.26
2020-02-25,Quin,Medicine,45.22,44.1
2020-02-25,Quin,Metals,3.23,3.15
2020-02-25,Quin,Software,14.91,14.37
2020-02-25,Quin,StarGems,1257.43,1215.6
2020-02-25,Quin,Uranium,449.41,440.65
2020-02-25,Reef,Equipment,7.14,6.97
2020-02-25,Reef,Medicine,40.57,39.41
2020-02-25,Reef,Metals,4.36,4.2
2020-02-25,Reef,Software,25.58,24.91
2020-02-25,Reef,StarGems,994.86,967.9
2020-02-25,Reef,Uranium,504.8,487.73
2020-02-25,Sand,Equipment,6.1,5.99
2020-02-25,Sand,Medicine,38.36,37.46
2020-02-25,Sand,Metals,3.25,3.14
2020-02-25,Sand,Software,16.68,16.32
2020-02-25,Sand,StarGems,1186.97,1154.8
2020-02-25,Sand,Uranium,381.69,370.36
2020-02-25,Sink,Equipment,7.22,7.05
2020-02-25,Sink,Medicine,45.49,44.34
2020-02-25,Sink,Metals,2.41,2.36
2020-02-25,Sink,Software,16.11,15.65
2020-02-25,Sink,StarGems,944.55,913.2
2020-02-25,Sink,Uranium,589.21,574.75
2020-02-25,Stan,Equipment,6.67,6.48
2020-02-25,Stan,Medicine,40.05,39.17
2020-02-25,Stan,Metals,3.53,3.43
2020-02-25,Stan,Software,21.94,21.42
2020-02-25,Stan,StarGems,1162.34,1129.67
2020-02-25,Stan,Uranium,565.18,543.65
2020-02-25,Task,Equipment,5.22,5.16
2020-02-25,Task,Medicine,40.45,38.91
2020-02-25,Task,Metals,3.08,3.0
2020-02-25,Task,Software,14.81,14.4
2020-02-25,Task,StarGems,998.87,971.23
2020-02-25,Task,Uranium,595.38,585.31
2020-02-25,York,Equipment,7.02,6.87
2020-02-25,York,Medicine,33.55,32.94
2020-02-25,York,Metals,2.63,2.59
2020-02-25,York,Software,25.18,24.62
2020-02-25,York,StarGems,1372.54,1328.06
2020-02-25,York,Uranium,504.67,493.86
2020-02-26,Sol,Equipment,7.64,7.45
2020-02-26,Sol,Medicine,33.51,32.19
2020-02-26,Sol,Metals,3.6,3.53
2020-02-26,Sol,Software,21.45,21.03
2020-02-26,Sol,StarGems,1182.25,1143.15
2020-02-26,Sol,Uranium,475.81,463.61
2020-02-26,Boyd,Equipment,7.82,7.65
2020-02-26,Boyd,Medicine,38.37,37.51
2020-02-26,Boyd,Metals,2.41,2.37
2020-02-26,Boyd,Software,20.22,19.59
2020-02-26,Boyd,StarGems,819.74,810.14
2020-02-26,Boyd,Uranium,468.96,452.36
2020-02-26,Fate,Equipment,8.12,7.94
2020-02-26,Fate,Medicine,35.1,34.44
2020-02-26,Fate,Metals,3.08,3.06
2020-02-26,Fate,Software,19.94,19.55
2020-02-26,Fate,StarGems,749.93,732.01
2020-02-26,Fate,Uranium,599.7,572.07
2020-02-26,Gaol,Equipment,6.32,6.21
2020-02-26,Gaol,Medicine,44.01,42.9
2020-02-26,Gaol,Metals,2.7,2.64
2020-02-26,Gaol,Software,21.8,21.04
2020-02-26,Gaol,StarGems,1325.46,1282.25
2020-02-26,Gaol,Uranium,559.34,545.72
2020-02-26,Hook,Equipment,4.44,4.29
2020-02-26,Hook,Medicine,45.3,43.41
2020-02-26,Hook,Metals,3.01,2.89
2020-02-26,Hook,Software,18.34,17.92
2020-02-26,Hook,StarGems,1066.61,1038.38
2020-02-26,Hook,Uranium,687.76,666.98
2020-02-26,Ivan,Equipment,7.33,7.21
2020-02-26,Ivan,Medicine,37.66,36.2
2020-02-26,Ivan,Metals,2.62,2.57
2020-02-26,Ivan,Software,18.2,18.06
2020-02-26,Ivan,StarGems,1160.69,1131.56
2020-02-26,Ivan,Uranium,495.85,476.71
2020-02-26,Kirk,Equipment,6.41,6.24
2020-02-26,Kirk,Medicine,45.11,44.34
2020-02-26,Kirk,Metals,3.03,2.97
2020-02-26,Kirk,Software,18.33,17.86
2020-02-26,Kirk,StarGems,990.58,958.98
2020-02-26,Kirk,Uranium,458.77,451.78
2020-02-26,Kris,Equipment,7.78,7.52
2020-02-26,Kris,Medicine,38.95,37.71
2020-02-26,Kris,Metals,3.91,3.78
2020-02-26,Kris,Software,20.03,19.51
2020-02-26,Kris,StarGems,1346.08,1291.04
2020-02-26,Kris,Uranium,592.54,578.12
2020-02-26,Quin,Equipment,6.21,6.12
2020-02-26,Quin,Medicine,43.0,42.09
2020-02-26,Quin,Metals,3.17,3.1
2020-02-26,Quin,Software,14.69,14.25
2020-02-26,Quin,StarGems,1249.68,1214.93
2020-02-26,Quin,Uranium,451.48,440.67
2020-02-26,Reef,Equipment,7.14,6.99
2020-02-26,Reef,Medicine,41.82,40.64
2020-02-26,Reef,Metals,4.29,4.22
2020-02-26,Reef,Software,25.55,25.04
2020-02-26,Reef,StarGems,1026.27,995.9
2020-02-26,Reef,Uranium,507.12,499.05
2020-02-26,Sand,Equipment,6.0,5.89
2020-02-26,Sand,Medicine,38.68,37.75
2020-02-26,Sand,Metals,3.19,3.09
2020-02-26,Sand,Software,16.84,16.34
2020-02-26,Sand,StarGems,1231.06,1190.06
2020-02-26,Sand,Uranium,381.8,371.3
2020-02-26,Sink,Equipment,7.21,7.0
2020-02-26,Sink,Medicine,45.1,43.17
2020-02-26,Sink,Metals,2.4,2.38
2020-02-26,Sink,Software,16.12,15.62
2020-02-26,Sink,StarGems,950.91,928.37
2020-02-26,Sink,Uranium,599.15,583.25
2020-02-26,Stan,Equipment,6.74,6.58
2020-02-26,Stan,Medicine,40.89,40.09
2020-02-26,Stan,Metals,3.56,3.42
2020-02-26,Stan,Software,22.7,22.01
2020-02-26,Stan,StarGems,1110.04,1092.1
2020-02-26,Stan,Uranium,570.36,556.21
2020-02-26,Task,Equipment,5.1,5.05
2020-02-26,Task,Medicine,38.82,37.54
2020-02-26,Task,Metals,3.05,2.99
2020-02-26,Task,Software,14.72,14.32
2020-02-26,Task,StarGems,1004.11,988.94
2020-02-26,Task,Uranium,596.99,576.23
2020-02-26,York,Equipment,7.01,6.7
2020-02-26,York,Medicine,34.44,33.03
2020-02-26,York,Metals,2.68,2.62
2020-02-26,York,Software,24.51,24.21
2020-02-26,York,StarGems,1347.1,1331.39
2020-02-26,York,Uranium,498.1,482.05
2020-02-27,Sol,Equipment,7.64,7.47
2020-02-27,Sol,Medicine,32.77,32.17
2020-02-27,Sol,Metals,3.43,3.35
2020-02-27,Sol,Software,21.72,21.23
2020-02-27,Sol,StarGems,1179.12,1138.79
2020-02-27,Sol,Uranium,470.53,454.48
2020-02-27,Boyd,Equipment,8.07,7.94
2020-02-27,Boyd,Medicine,39.07,37.86
2020-02-27,Boyd,Metals,2.45,2.35
2020-02-27,Boyd,Software,19.7,19.35
2020-02-27,Boyd,StarGems,831.22,814.35
2020-02-27,Boyd,Uranium,472.56,460.12
2020-02-27,Fate,Equipment,8.11,7.96
2020-02-27,Fate,Medicine,35.7,34.83
2020-02-27,Fate,Metals,3.06,3.0
2020-02-27,Fate,Software,20.04,19.47
2020-02-27,Fate,StarGems,772.34,747.13
2020-02-27,Fate,Uranium,582.83,573.41
2020-02-27,Gaol,Equipment,6.48,6.29
2020-02-27,Gaol,Medicine,43.72,42.65
2020-02-27,Gaol,Metals,2.77,2.71
2020-02-27,Gaol,Software,21.13,20.77
2020-02-27,Gaol,StarGems,1301.19,1261.62
2020-02-27,Gaol,Uranium,540.33,531.34
2020-02-27,Hook,Equipment,4.46,4.32
2020-02-27,Hook,Medicine,44.88,43.29
2020-02-27,Hook,Metals,3.04,2.94
2020-02-27,Hook,Software,18.08,17.75
2020-02-27,Hook,StarGems,1026.05,1005.64
2020-02-27,Hook,Uranium,680.01,667.54
2020-02-27,Ivan,Equipment,7.16,7.08
2020-02-27,Ivan,Medicine,36.21,35.73
2020-02-27,Ivan,Metals,2.69,2.63
2020-02-27,Ivan,Software,18.88,18.23
2020-02-27,Ivan,StarGems,1140.85,1121.12
2020-02-27,Ivan,Uranium,484.38,476.34
2020-02-27,Kirk,Equipment,6.29,6.09
2020-02-27,Kirk,Medicine,45.05,43.13
2020-02-27,Kirk,Metals,3.05,3.0
2020-02-27,Kirk,Software,19.14,18.27
2020-02-27,Kirk,StarGems,988.33,966.62
2020-02-27,Kirk,Uranium,452.27,442.28
2020-02-27,Kris,Equipment,7.7,7.51
2020-02-27,Kris,Medicine,38.56,37.64
2020-02-27,Kris,Metals,3.89,3.78
2020-02-27,Kris,Software,19.64,18.99
2020-02-27,Kris,StarGems,1326.39,1302.99
2020-02-27,Kris,Uranium,588.01,575.82
2020-02-27,Quin,Equipment,6.13,5.98
2020-02-27,Quin,Medicine,41.03,40.53
2020-02-27,Quin,Metals,3.1,3.02
2020-02-27,Quin,Software,14.52,14.03
2020-02-27,Quin,StarGems,1256.25,1220.42
2020-02-27,Quin,Uranium,466.01,447.47
2020-02-27,Reef,Equipment,6.94,6.77
2020-02-27,Reef,Medicine,42.18,41.19
2020-02-27,Reef,Metals,4.48,4.29
2020-02-27,Reef,Software,25.25,24.66
2020-02-27,Reef,StarGems,1005.06,980.57
2020-02-27,Reef,Uranium,534.99,517.62
2020-02-27,Sand,Equipment,6.01,5.87
2020-02-27,Sand,Medicine,39.14,38.2
2020-02-27,Sand,Metals,3.13,3.07
2020-02-27,Sand,Software,16.59,16.24
2020-02-27,Sand,StarGems,1176.52,1154.74
2020-02-27,Sand,Uranium,378.73,369.62
2020-02-27,Sink,Equipment,7.04,6.84
2020-02-27,Sink,Medicine,43.35,42.34
2020-02-27,Sink,Metals,2.42,2.4
2020-02-27,Sink,Software,15.76,15.45
2020-02-27,Sink,StarGems,988.95,968.41
2020-02-27,Sink,Uranium,593.12,580.16
2020-02-27,Stan,Equipment,6.86,6.68
2020-02-27,Stan,Medicine,41.27,40.38
2020-02-27,Stan,Metals,3.39,3.32
2020-02-27,Stan,Software,21.29,21.02
2020-02-27,Stan,StarGems,1073.92,1055.35
2020-02-27,Stan,Uranium,575.67,553.96
2020-02-27,Task,Equipment,5.3,5.16
2020-02-27,Task,Medicine,37.9,37.05
2020-02-27,Task,Metals,3.05,2.99
2020-02-27,Task,Software,14.61,14.37
2020-02-27,Task,StarGems,1079.22,1041.26
2020-02-27,Task,Uranium,584.75,569.87
2020-02-27,York,Equipment,6.94,6.63
2020-02-27,York,Medicine,34.4,32.99
2020-02-27,York,Metals,2.72,2.62
2020-02-27,York,Software,24.17,23.09
2020-02-27,York,StarGems,1368.31,1330.77
2020-02-27,York,Uranium,484.26,476.2
2020-02-28,Sol,Equipment,7.67,7.45
2020-02-28,Sol,Medicine,32.57,31.53
2020-02-28,Sol,Metals,3.52,3.41
2020-02-28,Sol,Software,22.44,21.68
2020-02-28,Sol,StarGems,1175.13,1151.25
2020-02-28,Sol,Uranium,469.87,462.41
2020-02-28,Boyd,Equipment,8.02,7.8
2020-02-28,Boyd,Medicine,37.62,37.2
2020-02-28,Boyd,Metals,2.39,2.32
2020-02-28,Boyd,Software,20.17,19.62
2020-02-28,Boyd,StarGems,856.32,829.68
2020-02-28,Boyd,Uranium,482.71,468.45
2020-02-28,Fate,Equipment,8.09,7.99
2020-02-28,Fate,Medicine,36.1,35.02
2020-02-28,Fate,Metals,3.13,3.05
2020-02-28,Fate,Software,19.84,19.2
2020-02-28,Fate,StarGems,762.05,741.76
2020-02-28,Fate,Uranium,595.87,577.93
2020-02-28,Gaol,Equipment,6.7,6.48
2020-02-28,Gaol,Medicine,44.3,43.19
2020-02-28,Gaol,Metals,2.8,2.71
2020-02-28,Gaol,Software,21.19,20.56
2020-02-28,Gaol,StarGems,1287.14,1265.21
2020-02-28,Gaol,Uranium,516.21,502.29
2020-02-28,Hook,Equipment,4.5,4.38
2020-02-28,Hook,Medicine,44.61,43.72
2020-02-28,Hook,Metals,2.99,2.89
2020-02-28,Hook,Software,18.15,17.87
2020-02-28,Hook,StarGems,1034.72,1006.88
2020-02-28,Hook,Uranium,664.49,653.78
2020-02-28,Ivan,Equipment,7.52,7.27
2020-02-28,Ivan,Medicine,36.48,35.85
2020-02-28,Ivan,Metals,2.67,2.57
2020-02-28,Ivan,Software,19.71,19.02
2020-02-28,Ivan,StarGems,1145.51,1120.1
2020-02-28,Ivan,Uranium,481.42,469.93
2020-02-28,Kirk,Equipment,6.36,6.18
2020-02-28,Kirk,Medicine,44.8,43.89
2020-02-28,Kirk,Metals,3.09,3.02
2020-02-28,Kirk,Software,17.92,17.21
2020-02-28,Kirk,StarGems,989.18,965.56
2020-02-28,Kirk,Uranium,455.06,441.62
2020-02-28,Kris,Equipment,7.58,7.49
2020-02-28,Kris,Medicine,38.97,38.11
2020-02-28,Kris,Metals,3.9,3.8
